1,891,1
1,893,2
2,893,3
2,893,6
3,894,1
3,897,2
4,897,3
4,898,1
5,898,2
5,900,1
6,900,2
6,900,4
7,901,1
7,902,2
8,903,1
8,904,2
9,904,3
9,904,16
10,905,1
10,906,1
11,906,2
11,906,5
12,906,6
12,906,17
13,906,18
13,906,20
14,906,21
14,907,1
15,907,2
15,907,8
16,907,9
16,907,9
17,907,10
17,907,10
18,907,11
18,907,12
19,907,13
19,907,15
20,907,16
20,908,5
21,908,6
21,908,8
22,908,9
22,908,14
23,908,15
23,908,16
24,909,1
24,911,1
25,912,1
25,913,1
26,913,2
26,914,2
27,914,3
27,915,3
28,915,4
28,916,3
29,916,4
29,917,8
30,917,9
30,918,4
31,918,5
31,918,8
32,918,9
32,919,1
33,919,2
33,919,4
34,920,1
34,920,6
35,920,7
35,920,10
36,920,11
36,921,1
37,921,2
37,922,9
38,923,1
38,925,4
39,926,1
39,926,4
40,926,5
40,927,3
41,927,4
41,928,1
42,928,2
42,928,6
